time,gyro_z
1702086267630080.0,-0.002396918134763837
1702086267673435.0,0.0010652969358488917
1702086267713940.0,0.00013316211698111147
1702086267754445.0,-0.00026632423396222293
1702086267794936.0,-0.0030627287924289703
1702086267835420.0,0.000932134804315865
1702086267876050.0,0.0007989726727828383
1702086267916579.0,-0.00039948633639141917
1702086267957074.0,-0.0005326484679244459
1702086267997978.0,-0.0006658105994574726
1702086268038475.0,-0.00013316211698111147
1702086268079098.0,-0.0025300802662968636
1702086268119606.0,0.0035953770857304335
1702086268160109.0,-0.0015979453455656767
1702086268200603.0,-0.004261187743395567
1702086268241091.0,0.0006658105994574726
1702086268281699.0,0.0
1702086268322222.0,0.0
1702086268363756.0,0.0005326484679244459
1702086268404253.0,0.004660673905164003
1702086268444752.0,-0.00186426960863173
1702086268485371.0,-0.0007989726727828383
1702086268525887.0,-0.0015979453455656767
1702086268566375.0,-0.00039948633639141917
1702086268606861.0,-0.0011984590673819184
1702086268647349.0,0.000932134804315865
1702086268683793.0,0.005859133321791887
1702086268725578.0,0.0006658105994574726
1702086268766077.0,0.0015979453455656767
1702086268806577.0,-0.00039948633639141917
1702086268847059.0,0.0017311074770987034
1702086268887679.0,-0.0014647833304479718
1702086268928201.0,-0.0021305938716977835
1702086268968694.0,0.004261187743395567
1702086269010037.0,0.00013316211698111147
1702086269050534.0,-0.0011984590673819184
1702086269091141.0,0.0021305938716977835
1702086269131680.0,-0.0007989726727828383
1702086269172186.0,-0.0019974317401647568
1702086269212682.0,0.0015979453455656767
1702086269253171.0,-0.0006658105994574726
1702086269293800.0,-0.0006658105994574726
1702086269334338.0,0.0014647833304479718
1702086269374842.0,0.0
1702086269416130.0,-0.0014647833304479718
1702086269456627.0,0.00226375600323081
1702086269497248.0,0.00039948633639141917
1702086269537782.0,0.002796404529362917
1702086269578295.0,-0.002396918134763837
1702086269618802.0,-0.00013316211698111147
1702086269659292.0,0.0026632423978298903
1702086269702029.0,-0.0031958906911313534
1702086269743421.0,-0.0010652969358488917
1702086269783939.0,0.00026632423396222293
1702086269824446.0,0.0030627287924289703
1702086269864925.0,-0.0005326484679244459
1702086269905536.0,-0.002396918134763837
1702086269946066.0,0.0013316211989149451
1702086269986562.0,-0.0005326484679244459
1702086270027052.0,0.000932134804315865
1702086270067546.0,0.00039948633639141917
1702086270108175.0,-0.00026632423396222293
1702086270149425.0,0.0015979453455656767
1702086270189938.0,0.0021305938716977835
1702086270230439.0,0.0031958906911313534
1702086270270939.0,0.0
1702086270311550.0,-0.0013316211989149451
1702086270352075.0,-0.0039948634803295135
1702086270392571.0,0.0007989726727828383
1702086270433067.0,-0.0021305938716977835
1702086270474659.0,-0.0035953770857304335
1702086270515294.0,0.0011984590673819184
1702086270555832.0,-0.00026632423396222293
1702086270596331.0,0.0014647833304479718
1702086270636830.0,0.0014647833304479718
1702086270678303.0,-0.00452751200646162
1702086270718914.0,-0.003861701348796487
1702086270759421.0,0.00226375600323081
1702086270799924.0,0.0010652969358488917
1702086270841599.0,-0.0007989726727828383
1702086270882096.0,-0.0011984590673819184
1702086270922704.0,0.00013316211698111147
1702086270963217.0,0.00372853921726346
1702086271003717.0,0.00039948633639141917
1702086271044201.0,-0.0013316211989149451
1702086271084688.0,0.002396918134763837
1702086271125310.0,-0.004793836269527674
1702086271166814.0,-0.0010652969358488917
1702086271207316.0,0.0005326484679244459
1702086271247805.0,-0.002796404529362917
1702086271288305.0,0.0006658105994574726
1702086271328917.0,0.0006658105994574726
1702086271369429.0,-0.0007989726727828383
1702086271409936.0,-0.0017311074770987034
1702086271450437.0,0.0015979453455656767
1702086271490927.0,-0.0006658105994574726
1702086271531540.0,0.0013316211989149451
1702086271573197.0,0.00186426960863173
1702086271613708.0,-0.00039948633639141917
1702086271654216.0,-0.0019974317401647568
1702086271695597.0,-0.0011984590673819184
1702086271736208.0,0.0014647833304479718
1702086271776739.0,0.0015979453455656767
1702086271817240.0,-0.0025300802662968636
1702086271858881.0,-0.00026632423396222293
1702086271899370.0,0.0014647833304479718
1702086271939976.0,-0.0010652969358488917
1702086271980497.0,-0.0010652969358488917
1702086272020994.0,-0.0019974317401647568
1702086272061483.0,-0.0006658105994574726
1702086272101967.0,0.0007989726727828383
1702086272142572.0,-0.0019974317401647568
1702086272183104.0,0.0014647833304479718
1702086272223602.0,-0.00013316211698111147
1702086272264904.0,0.000932134804315865
1702086272305403.0,0.0
1702086272346040.0,0.0019974317401647568
1702086272386562.0,-0.0019974317401647568
1702086272427047.0,0.00013316211698111147
1702086272467536.0,0.0
1702086272508048.0,-0.0025300802662968636
1702086272548668.0,0.0025300802662968636
1702086272590088.0,0.0029295666608959436
1702086272630600.0,-0.00332905282266438
1702086272671083.0,-0.0013316211989149451
1702086272711591.0,-0.0005326484679244459
1702086272752201.0,-0.00026632423396222293
1702086272792719.0,0.0007989726727828383
1702086272833212.0,-0.0011984590673819184
1702086272873705.0,0.0017311074770987034
1702086272914201.0,-0.00026632423396222293
1702086272954809.0,-0.0029295666608959436
1702086272996160.0,-0.0014647833304479718
1702086273036660.0,0.0031958906911313534
1702086273077150.0,0.0007989726727828383
1702086273117646.0,-0.00026632423396222293
1702086273158257.0,0.0039948634803295135
1702086273198767.0,0.00013316211698111147
1702086273239269.0,-0.0030627287924289703
1702086273279767.0,0.00013316211698111147
1702086273320263.0,-0.00039948633639141917
1702086273362048.0,-0.00026632423396222293
1702086273402581.0,0.0010652969358488917
1702086273443087.0,-0.0013316211989149451
1702086273483572.0,-0.0017311074770987034
1702086273524056.0,-0.00039948633639141917
1702086273564668.0,0.0010652969358488917
1702086273605180.0,0.0017311074770987034
1702086273645664.0,-0.00039948633639141917
1702086273685921.0,-0.00026632423396222293
1702086273726417.0,0.0017311074770987034
1702086273767039.0,0.0025300802662968636
1702086273807541.0,-0.00186426960863173
1702086273848040.0,0.0011984590673819184
1702086273888528.0,-0.00372853921726346
1702086273929013.0,-0.00226375600323081
1702086273969622.0,-0.00013316211698111147
1702086274010142.0,0.0
1702086274051247.0,0.0011984590673819184
1702086274091746.0,0.00372853921726346
1702086274132235.0,-0.0013316211989149451
1702086274172852.0,-0.0034622149541974068
1702086274213371.0,0.00013316211698111147
1702086274253841.0,-0.00226375600323081
1702086274294328.0,-0.000932134804315865
1702086274334823.0,-0.0031958906911313534
1702086274375433.0,0.004660673905164003
1702086274415958.0,0.0
1702086274457599.0,-0.0013316211989149451
1702086274498090.0,0.0031958906911313534
1702086274538579.0,0.0014647833304479718
1702086274579187.0,-0.0025300802662968636
1702086274619714.0,0.0017311074770987034
1702086274660211.0,-0.000932134804315865
1702086274700766.0,0.00026632423396222293
1702086274741253.0,-0.0010652969358488917
1702086274782537.0,-0.00026632423396222293
1702086274823045.0,0.002396918134763837
1702086274863543.0,0.0017311074770987034
1702086274904025.0,-0.0039948634803295135
1702086274944514.0,-0.00039948633639141917
1702086274985139.0,-0.00039948633639141917
1702086275025650.0,-0.0019974317401647568
1702086275066147.0,-0.0035953770857304335
1702086275106638.0,0.0014647833304479718
1702086275147133.0,0.002396918134763837
1702086275188495.0,0.0007989726727828383
1702086275229033.0,0.0021305938716977835
1702086275269541.0,0.0014647833304479718
1702086275310029.0,-0.00186426960863173
1702086275350528.0,0.0019974317401647568
1702086275391152.0,-0.000932134804315865
1702086275431672.0,-0.00026632423396222293
1702086275472165.0,0.00013316211698111147
1702086275513777.0,-0.00039948633639141917
1702086275554279.0,0.00039948633639141917
1702086275594904.0,0.0011984590673819184
1702086275635431.0,-0.0006658105994574726
1702086275673057.0,-0.00026632423396222293
1702086275713584.0,0.0014647833304479718
1702086275754072.0,-0.00519332243129611
1702086275794689.0,0.00226375600323081
1702086275835214.0,-0.0011984590673819184
1702086275876878.0,-0.0005326484679244459
1702086275917380.0,0.0029295666608959436
1702086275957869.0,0.0014647833304479718
1702086275998465.0,-0.00039948633639141917
1702086276038994.0,-0.0021305938716977835
1702086276079495.0,-0.00013316211698111147
1702086276119984.0,0.0
1702086276160486.0,-0.00013316211698111147
1702086276202074.0,-0.0029295666608959436
1702086276242658.0,-0.00452751200646162
1702086276283169.0,-0.00226375600323081
1702086276323650.0,0.00039948633639141917
1702086276364156.0,-0.00026632423396222293
1702086276404666.0,-0.0017311074770987034
1702086276445294.0,0.002396918134763837
1702086276485822.0,0.00186426960863173
1702086276526325.0,-0.00519332243129611
1702086276566807.0,0.000932134804315865
1702086276608124.0,0.0007989726727828383
1702086276648747.0,0.0
1702086276692664.0,0.0
1702086276733166.0,-0.00372853921726346
1702086276773664.0,-0.0011984590673819184
1702086276814152.0,-0.0011984590673819184
1702086276854768.0,-0.0019974317401647568
1702086276895285.0,0.0017311074770987034
1702086276936709.0,-0.0015979453455656767
1702086276977215.0,-0.0029295666608959436
1702086277017708.0,0.0013316211989149451
1702086277058320.0,0.00226375600323081
1702086277098834.0,0.0007989726727828383
1702086277139335.0,-0.0015979453455656767
1702086277179831.0,-0.0054596466943621635
1702086277220312.0,-0.0010652969358488917
1702086277260924.0,-0.00013316211698111147
1702086277301445.0,0.0021305938716977835
1702086277343040.0,0.0017311074770987034
1702086277383543.0,-0.00026632423396222293
1702086277424027.0,0.0031958906911313534
1702086277464662.0,0.00013316211698111147
1702086277505188.0,-0.0031958906911313534
1702086277545700.0,-0.00026632423396222293
1702086277586196.0,-0.00039948633639141917
1702086277627877.0,0.0
1702086277668488.0,-0.0017311074770987034
1702086277708806.0,-0.0007989726727828383
1702086277749295.0,0.00186426960863173
1702086277789791.0,0.0019974317401647568
1702086277830279.0,0.0
1702086277870897.0,0.00039948633639141917
1702086277911419.0,-0.00013316211698111147
1702086277951922.0,-0.0017311074770987034
1702086277992419.0,0.0
1702086278032915.0,0.0030627287924289703
1702086278073546.0,0.00372853921726346
1702086278114057.0,0.0029295666608959436
1702086278154555.0,0.00186426960863173
1702086278195048.0,0.00226375600323081
1702086278235542.0,-0.0015979453455656767
1702086278276155.0,-0.00039948633639141917
1702086278316686.0,0.0015979453455656767
1702086278357191.0,0.0
1702086278397696.0,0.0014647833304479718
1702086278438190.0,0.0019974317401647568
1702086278479830.0,-0.0013316211989149451
1702086278520348.0,0.0
1702086278560848.0,0.0014647833304479718
1702086278601353.0,-0.000932134804315865
1702086278641850.0,-0.00439434964209795
1702086278683199.0,0.0
1702086278723729.0,0.0017311074770987034
1702086278764221.0,0.0
1702086278805747.0,-0.000932134804315865
1702086278846248.0,-0.000932134804315865
1702086278886853.0,0.004261187743395567
1702086278927373.0,0.0013316211989149451
1702086278967877.0,-0.0005326484679244459
1702086279008378.0,-0.00026632423396222293
1702086279048874.0,-0.0011984590673819184
1702086279089506.0,-0.0031958906911313534
1702086279130960.0,0.00026632423396222293
1702086279171442.0,-0.0015979453455656767
1702086279211941.0,-0.00226375600323081
1702086279252428.0,-0.00013316211698111147
1702086279293047.0,0.0031958906911313534
1702086279333564.0,0.0010652969358488917
1702086279374054.0,0.00039948633639141917
1702086279414541.0,0.0
1702086279455040.0,0.0010652969358488917
1702086279495656.0,-0.00332905282266438
1702086279537006.0,0.00013316211698111147
1702086279577506.0,0.00039948633639141917
1702086279618006.0,-0.000932134804315865
1702086279658503.0,0.002796404529362917
1702086279694238.0,0.0029295666608959436
1702086279734753.0,-0.00039948633639141917
1702086279775260.0,-0.0015979453455656767
1702086279815754.0,-0.0011984590673819184
1702086279857326.0,-0.0006658105994574726
1702086279897948.0,-0.00439434964209795
1702086279938471.0,-0.0015979453455656767
1702086279978980.0,0.0007989726727828383
1702086280019485.0,0.0
1702086280059974.0,0.0010652969358488917
1702086280100590.0,-0.0010652969358488917
1702086280141105.0,0.00439434964209795
1702086280181601.0,-0.0007989726727828383
1702086280222099.0,-0.0030627287924289703
1702086280262590.0,-0.0010652969358488917
1702086280303815.0,-0.0010652969358488917
1702086280344347.0,-0.000932134804315865
1702086280384844.0,0.0011984590673819184
1702086280425344.0,0.000932134804315865
1702086280465841.0,-0.003861701348796487
1702086280506453.0,0.00013316211698111147
1702086280546976.0,0.0011984590673819184
1702086280587479.0,-0.0039948634803295135
1702086280628635.0,-0.0007989726727828383
1702086280669137.0,-0.0015979453455656767
1702086280712798.0,-0.0021305938716977835
1702086280753326.0,0.004793836269527674
1702086280793835.0,0.0010652969358488917
1702086280834336.0,0.0015979453455656767
1702086280874827.0,-0.0006658105994574726
1702086280915445.0,-0.0019974317401647568
1702086280955971.0,-0.0010652969358488917
1702086280997509.0,0.004660673905164003
1702086281038010.0,-0.00332905282266438
1702086281078501.0,-0.002396918134763837
1702086281119119.0,-0.000932134804315865
1702086281159642.0,-0.0007989726727828383
1702086281200133.0,0.00026632423396222293
1702086281240623.0,0.0014647833304479718
1702086281281124.0,-0.00013316211698111147
1702086281322752.0,0.004660673905164003
1702086281363283.0,-0.00039948633639141917
1702086281403776.0,-0.004261187743395567
1702086281444264.0,-0.0021305938716977835
1702086281484746.0,-0.0005326484679244459
1702086281525356.0,0.002796404529362917
1702086281565886.0,-0.0005326484679244459
1702086281606380.0,0.00039948633639141917
1702086281646861.0,0.004261187743395567
1702086281689068.0,-0.00226375600323081
1702086281730489.0,-0.0005326484679244459
1702086281771003.0,0.00039948633639141917
1702086281811497.0,-0.0025300802662968636
1702086281851988.0,-0.0034622149541974068
1702086281892484.0,-0.0010652969358488917
1702086281933096.0,0.0013316211989149451
1702086281973609.0,0.0019974317401647568
1702086282014113.0,-0.0005326484679244459
1702086282055673.0,0.00039948633639141917
1702086282096172.0,0.0030627287924289703
1702086282136793.0,0.0006658105994574726
1702086282177319.0,0.0
1702086282217825.0,0.00039948633639141917
1702086282258308.0,-0.00186426960863173
1702086282298795.0,-0.00013316211698111147
1702086282339426.0,0.0
1702086282379942.0,0.0007989726727828383
1702086282420441.0,-0.00226375600323081
1702086282461739.0,-0.000932134804315865
1702086282502223.0,0.0
1702086282542837.0,0.00039948633639141917
1702086282583348.0,-0.0014647833304479718
