time,x,y,theta
1695999614978890.0,0.0,0.0,0.0
1695999615117108.0,0.0,0.0,0.0
1695999615264291.0,0.0,0.0,0.0
1695999615411877.0,0.0,0.0,0.0
1695999615559173.0,0.0,0.0,0.0
1695999615706505.0,0.0,0.0,0.0
1695999615854005.0,0.0,0.0,0.0
1695999616001365.0,0.0,0.0,0.0
1695999616148471.0,0.0,0.0,0.0
1695999616296150.0,0.0,0.0,0.0
1695999616443553.0,0.0,0.0,0.0
1695999616590641.0,0.0,0.0,0.0
1695999616738301.0,0.0,0.0,0.0
1695999616885649.0,0.0,0.0,0.0
1695999617033220.0,0.0,0.0,0.0
1695999617180376.0,0.0,0.0,0.0
1695999617327598.0,0.0,0.0,0.0
1695999617475064.0,0.0,0.0,0.0
1695999617622306.0,0.002188891638070345,0.00104388571344316,0.006305757910013199
1695999617769753.0,0.011313035152852535,0.0022525275126099586,0.0006442170706577599
1695999617917421.0,0.02243679203093052,0.00018241401994600892,-0.006524203345179558
1695999618064731.0,0.030831005424261093,-0.0002742413489613682,-0.010882905684411526
1695999618211951.0,0.04695224389433861,0.0001588959712535143,-0.010869799181818962
1695999618359339.0,0.06185832619667053,0.000505953561514616,-0.01303883083164692
1695999618506781.0,0.07925407588481903,-0.000437987910117954,-0.017081066966056824
1695999618654165.0,0.09587161988019943,-0.001277553616091609,-0.025917023420333862
1695999618801519.0,0.11181377619504929,-0.0024391948245465755,-0.027416439726948738
1695999618949158.0,0.13419373333454132,-0.001567039405927062,-0.030097296461462975
1695999619096415.0,0.15261636674404144,-0.0022927874233573675,-0.03911082446575165
1695999619243905.0,0.17344796657562256,-0.0031746013555675745,-0.05507673695683479
1695999619391100.0,0.19633007049560547,-0.006137311924248934,-0.0756792351603508
1695999619538501.0,0.2188592255115509,-0.0043012769892811775,-0.08743058145046234
1695999619685705.0,0.24072109162807465,-0.0062705776654183865,-0.10744967311620712
1695999619833083.0,0.25895944237709045,-0.010228544473648071,-0.12464175373315811
1695999619980635.0,0.280455082654953,-0.012905349023640156,-0.1367439180612564
1695999620128074.0,0.30042555928230286,-0.015267247334122658,-0.14266125857830048
1695999620275517.0,0.33226221799850464,-0.019977521151304245,-0.1576424092054367
1695999620422726.0,0.35831141471862793,-0.02438974380493164,-0.16493582725524902
1695999620570334.0,0.3841491639614105,-0.03038419783115387,-0.18285207450389862
